t,H=0.1,H=0.2,H=0.3,H=0.4,H=0.6,H=0.7,H=0.8,H=0.9
5.260000000000000231e-01,2.057717212780431737e+00,3.484810248882562189e-01,-3.613966467125875881e-01,-1.041244729037005490e+00,-1.149401457093721879e+00,-5.276117428720854957e-02,2.907348982499534107e-01,1.092115772453009295e-02
5.270000000000000240e-01,1.841138378773867768e+00,2.768388571525684516e-01,-4.803320849995726949e-01,-9.999729025717034592e-01,-1.141001466942396236e+00,-5.119949005418990978e-02,2.921161622811723202e-01,1.068542589815388993e-02
5.280000000000000249e-01,1.674686559263980579e+00,4.090247007582896166e-01,-4.710205072244881830e-01,-9.897296920593998681e-01,-1.144560085029980190e+00,-5.258022854226437892e-02,2.908930440713980436e-01,9.801935971236554190e-03
5.290000000000000258e-01,2.131615870391983414e+00,5.475688161246110575e-01,-5.808694430073917392e-01,-9.735137557716372347e-01,-1.168343087025809801e+00,-5.629425504235365668e-02,2.911241217670599846e-01,7.248382402777983104e-03
5.300000000000000266e-01,1.488761135556101678e+00,5.305611871930770995e-01,-4.362768642805354147e-01,-9.774276102814065670e-01,-1.162399579100702018e+00,-4.670014443470631854e-02,2.958666688279528723e-01,6.273919921394329087e-03
5.310000000000000275e-01,1.647923876389482345e+00,2.889651506566641714e-01,-3.382914068726715628e-01,-1.008025992533427617e+00,-1.163772018297311250e+00,-3.331199449487428493e-02,2.942735662531299479e-01,3.930572367171504371e-03
5.320000000000000284e-01,1.333541967046277366e+00,4.514016202868666450e-01,-4.439397370723242586e-01,-9.992115407125592430e-01,-1.189609075271012006e+00,-3.775385160333097345e-02,2.898918956186730123e-01,8.812403481028019403e-04
5.330000000000000293e-01,1.724445572060594900e+00,1.681043125484780187e-01,-3.824034608880163555e-01,-9.862772750885924200e-01,-1.207242826733477603e+00,-4.094301555872270626e-02,2.853837632974741689e-01,-4.552628173648124495e-04
5.340000000000000302e-01,1.503163581504517454e+00,8.214172829545009213e-02,-4.663626411200279542e-01,-9.822762900136161601e-01,-1.191915604327629774e+00,-4.861895005768855638e-02,2.795121728800888938e-01,-1.218595460009015956e-03
5.350000000000000311e-01,2.073787547339336790e+00,-4.007237817724307871e-01,-4.183945916774380325e-01,-9.185826176630670359e-01,-1.177402949757559547e+00,-4.836955971476729343e-02,2.731331680782141946e-01,-1.918694584569186545e-03
5.360000000000000320e-01,1.607611900826650508e+00,-4.242726322505872005e-01,-2.465972376589442294e-01,-9.118123841180619804e-01,-1.134609948694468073e+00,-5.797437683033939554e-02,2.731955774048388519e-01,-1.399962780847529686e-03
5.370000000000000329e-01,1.703618427546686132e+00,2.983552866601834053e-01,-1.289155934977851414e-01,-9.032607260020418805e-01,-1.138044893330469209e+00,-7.066175326481424768e-02,2.681165980277720462e-01,-4.723361756023330450e-03
5.380000000000000338e-01,1.583321635316790266e+00,7.294152720171073745e-02,-4.351393487648990699e-01,-9.944308894498871121e-01,-1.139767694008941845e+00,-8.116594952018467424e-02,2.652661562173558862e-01,-5.098808344971574556e-03
5.390000000000000346e-01,1.541558245469388133e+00,1.235322928027346168e-01,-3.111976811793796815e-01,-9.624747936905519996e-01,-1.150166343968547444e+00,-8.692802429880593096e-02,2.669565012537746806e-01,-5.665893292423359803e-03
5.400000000000000355e-01,1.747648477472698358e+00,-2.159639074822491955e-02,-1.774975183785278410e-01,-1.069200443188199845e+00,-1.152352712351057962e+00,-8.510033313984489978e-02,2.660625223026459318e-01,-5.321599346897760291e-03
5.410000000000000364e-01,1.266539124243548642e+00,-2.481060618601293177e-01,-3.053391861062662027e-01,-1.155408060347789867e+00,-1.144979467254792826e+00,-7.982532335335680573e-02,2.651621882060830604e-01,-4.138245601312528013e-03
5.420000000000000373e-01,1.971981304895071840e+00,-2.807204417453785794e-01,-4.766993328638847172e-01,-1.204461180715473700e+00,-1.135117677380305112e+00,-7.846024575555635150e-02,2.598390007706328775e-01,-3.176987471338789219e-03
5.430000000000000382e-01,7.159388897154617126e-01,-4.284052917759691437e-01,-5.072823743590506584e-01,-1.175860306846458592e+00,-1.118893598083590346e+00,-7.541213336506165377e-02,2.570133132733675163e-01,-1.212258328754128867e-03
5.440000000000000391e-01,1.221452542823088017e+00,9.407392894723326515e-02,-4.323403995099320829e-01,-1.114029046726382699e+00,-1.106380582217039832e+00,-7.707582668869393527e-02,2.586636865844541555e-01,2.435363007213252416e-03
5.450000000000000400e-01,1.575923322839046570e+00,2.763130216934205352e-01,-2.828389189413867966e-01,-1.123852824293565700e+00,-1.143694326925092986e+00,-6.457649214854273290e-02,2.621994558848484980e-01,6.457032776243527492e-03
5.460000000000000409e-01,1.782291249265697486e+00,2.806295784368056934e-02,-3.139251999815235727e-01,-1.038918653438000828e+00,-1.136284807846516198e+00,-6.004596629331828556e-02,2.648100725047180526e-01,1.035581675053828810e-02
5.470000000000000417e-01,1.112071861832097497e+00,-1.285869387189290391e-01,-4.211385614467564320e-01,-9.915471417769022855e-01,-1.148524681425266314e+00,-5.793153579833328071e-02,2.727456101164106306e-01,1.171247594262616806e-02
5.480000000000000426e-01,2.206274843698498689e+00,4.611527047795060952e-02,-3.326896011387806551e-01,-8.828878228094623193e-01,-1.146861422007769971e+00,-6.350455571760056650e-02,2.751992108831725070e-01,1.493735991739305290e-02
5.490000000000000435e-01,1.659732356551858690e+00,4.283283703286942523e-01,-3.307533449435769435e-01,-9.410802606721708763e-01,-1.131447726964926792e+00,-6.450423173038329072e-02,2.768276855711434559e-01,1.734684030773051000e-02
5.500000000000000444e-01,1.961108843387899592e+00,1.596565856709208919e-01,-3.193081350032012655e-01,-9.238240008985418861e-01,-1.128456541079720266e+00,-7.024927338949224498e-02,2.806118293380685524e-01,1.950809049245669571e-02
5.510000000000000453e-01,1.564571311629888495e+00,-1.102253927800138089e-01,-5.063302408037365643e-01,-9.796743376314998031e-01,-1.112790255571584730e+00,-7.744434080959392008e-02,2.807074597160599261e-01,2.167224251232623133e-02
5.520000000000000462e-01,1.950920615149105641e+00,1.785324289338635628e-01,-3.797182918761579096e-01,-1.005707710997470361e+00,-1.091232999275290716e+00,-7.279994105271170302e-02,2.841140512687255204e-01,2.249207130129051227e-02
5.530000000000000471e-01,9.950951276775734655e-01,7.006628822983283766e-02,-2.918686104517116409e-01,-1.023521717190160052e+00,-1.095031100326060436e+00,-7.225271067951480330e-02,2.898010839648936798e-01,2.316651256629936179e-02
5.540000000000000480e-01,1.304688843177503887e+00,9.670821044194982674e-02,-3.835712874037898734e-01,-1.049530076729480843e+00,-1.061500147723615450e+00,-7.951484169736419694e-02,2.885235117165307339e-01,2.436757339101638942e-02
5.550000000000000488e-01,9.856124464394171447e-01,3.191297623077202772e-01,-3.648973645076156180e-01,-1.140601198248023973e+00,-1.070453498223328248e+00,-9.558700324359284406e-02,2.853599105630713617e-01,2.553694123428217749e-02
5.560000000000000497e-01,1.455891748089590543e+00,2.066029063547661915e-01,-5.524456319725912223e-01,-1.058613589300831492e+00,-1.054601866647646657e+00,-9.953477912697750174e-02,2.792930497956522262e-01,2.475277120477770848e-02
5.570000000000000506e-01,1.310420269041755681e+00,2.270330855122161817e-01,-6.486813284620082110e-01,-1.052601323190163418e+00,-1.033756990664735032e+00,-9.238888575341312748e-02,2.740757054783644064e-01,2.452929274346164409e-02
5.580000000000000515e-01,1.758749508935585126e+00,2.671017886813262798e-01,-7.157011883471768865e-01,-9.872784220367013530e-01,-1.034549047410855627e+00,-1.072512725311397241e-01,2.757248800505237574e-01,2.613870386370572424e-02
5.590000000000000524e-01,1.560713436864090919e+00,2.831999439836420662e-01,-6.196880476386426029e-01,-1.001777222700402259e+00,-1.051169558019906081e+00,-1.204161051867614490e-01,2.739717292711829066e-01,2.696940973250213508e-02
5.600000000000000533e-01,7.093941759287025750e-01,3.893978201174624898e-01,-6.327602156605104389e-01,-1.101356853754405618e+00,-1.067675213307744952e+00,-1.319477319482981192e-01,2.732438152164840539e-01,2.722407209802733125e-02
5.610000000000000542e-01,1.232031673833556606e+00,-8.483638512796287667e-02,-5.536377356675632466e-01,-9.342009645425841668e-01,-1.067352090833201261e+00,-1.434369272256238448e-01,2.746750550773990884e-01,2.799748614683893536e-02
5.620000000000000551e-01,1.271028817038847292e+00,3.072423723149678154e-01,-4.592297579364633675e-01,-1.083446626536573643e+00,-1.055149406693720815e+00,-1.419258318367108140e-01,2.794390700483272427e-01,2.950192430655233441e-02
5.630000000000000560e-01,1.157491604370984861e+00,-2.631179823484791624e-02,-6.476764177876919160e-01,-1.049888086141416821e+00,-1.060812453004026601e+00,-1.364594408518798596e-01,2.865587572194273625e-01,3.144466821901728548e-02
5.640000000000000568e-01,1.426513818287089119e+00,5.857325079396842327e-01,-6.346981965375985135e-01,-9.803324317194790360e-01,-1.048973730029904683e+00,-1.451771380575902770e-01,2.895386943828484605e-01,3.506704622139383137e-02
5.650000000000000577e-01,1.180035823841118381e+00,2.589197966682845742e-01,-6.366568390140219247e-01,-1.050325471170344471e+00,-1.039334551573092513e+00,-1.408505739666690570e-01,2.976438247439430751e-01,3.878116586982653657e-02
5.660000000000000586e-01,8.142970272222909145e-01,2.348425288666706467e-01,-5.446672636572497117e-01,-1.035356297100900047e+00,-1.044387035585237600e+00,-1.447425927773025867e-01,2.948153791359878761e-01,4.133010789676885843e-02
5.670000000000000595e-01,1.152051680900765263e+00,3.650605416056575958e-01,-4.926111702275603466e-01,-1.045369043251508145e+00,-1.042132335010918842e+00,-1.358086361532011288e-01,2.927485785493732506e-01,4.496028259942230765e-02
5.680000000000000604e-01,1.650477200523484678e-01,4.698316452790202713e-01,-4.556085437503532010e-01,-1.063867471415990362e+00,-1.054508594989257420e+00,-1.345143957853210115e-01,2.868466501741940289e-01,4.662488707493928769e-02
5.690000000000000613e-01,7.406481533165552023e-01,2.958796441701434521e-01,-5.348636347457613738e-01,-1.039371591594941746e+00,-1.062472876266035149e+00,-1.344717200954610725e-01,2.871635402895949540e-01,4.751123260343901450e-02
5.700000000000000622e-01,6.697753715579729539e-01,-1.090829917311303410e-01,-7.851789661949901689e-01,-1.024509658461159933e+00,-1.089937796141412507e+00,-1.321498550702563668e-01,2.846779461087093344e-01,4.927244454504794285e-02
5.710000000000000631e-01,-3.938233279050721292e-01,5.184924267645970586e-01,-7.301825576680892604e-01,-1.053634438239906324e+00,-1.098777946291371155e+00,-1.316805142964214415e-01,2.807377969174535415e-01,5.053471261830772693e-02
5.720000000000000639e-01,5.461880370169642784e-01,3.618807092633631317e-01,-3.222417359627862687e-01,-9.912538969090177732e-01,-1.101184819271665338e+00,-1.322120076931722621e-01,2.776127565113042373e-01,5.330458222003096186e-02
5.730000000000000648e-01,4.325042184018643709e-01,1.963610898920399583e-01,-3.198055034410547948e-01,-1.036912690813504012e+00,-1.112332593640862788e+00,-1.338250952074779843e-01,2.797793450622778622e-01,5.486989363298112876e-02
5.740000000000000657e-01,-1.860178059571678810e-01,5.303734809404617168e-02,-4.044936662588296539e-01,-1.069872514531275742e+00,-1.115348546390279250e+00,-1.470562503688426503e-01,2.834248053897230335e-01,5.661977401960987394e-02
5.750000000000000666e-01,2.044335481087236062e-01,-1.525617841045377732e-02,-5.113639094627430159e-01,-9.528564874735949708e-01,-1.123286990789625905e+00,-1.576687591010488276e-01,2.868633826147168886e-01,5.890719720569580209e-02
5.760000000000000675e-01,7.209800416241533005e-01,2.150875115574786833e-01,-5.559151902294238168e-01,-9.153232368486596826e-01,-1.120520424270930127e+00,-1.523994321620845693e-01,2.931852774647035198e-01,6.069812050409883336e-02
5.769999999999999574e-01,4.283572943660807208e-02,-1.074992769990928965e-03,-5.585267551261252628e-01,-8.939634937637784828e-01,-1.106583570773429281e+00,-1.471871561289977981e-01,2.944744189399819967e-01,6.122536594190620268e-02
5.779999999999999583e-01,7.833718247943288748e-01,2.912463219963040695e-01,-5.674991735955298156e-01,-8.806893298119138347e-01,-1.115135884001756450e+00,-1.439785901237141674e-01,2.927680150123541103e-01,6.177870446989502939e-02
5.789999999999999591e-01,4.630247401114485628e-01,8.199792045972009724e-02,-5.314304899668539361e-01,-9.093023637468478082e-01,-1.113771509907764967e+00,-1.429569952147545508e-01,2.935588750503445588e-01,6.046856982067853881e-02
5.799999999999999600e-01,1.305298162544059171e+00,1.631187861011795526e-01,-5.729245505877761380e-01,-9.703957585653698592e-01,-1.120548159449355374e+00,-1.528294632262328090e-01,2.904484347149803858e-01,5.980609095288413196e-02
5.809999999999999609e-01,6.976974351268167007e-01,4.539778746860517744e-01,-6.630019540066207639e-01,-9.001523599859979630e-01,-1.150598037883714397e+00,-1.644759331270082559e-01,2.832418404314887561e-01,5.904193469970869107e-02
5.819999999999999618e-01,8.940750622357723776e-01,2.903035108901397265e-01,-6.282588842354156489e-01,-8.245636667406682774e-01,-1.140551210293043294e+00,-1.776609666258073539e-01,2.812247722495120339e-01,6.020901041809706422e-02
5.829999999999999627e-01,5.408816751283146429e-01,-1.900959027087278375e-01,-5.700127844125653098e-01,-7.626484288114604437e-01,-1.169646894597676123e+00,-1.879654865091874572e-01,2.779171552747558005e-01,6.075607716669386565e-02
5.839999999999999636e-01,-1.916165432128392743e-01,-2.717930403661189542e-01,-6.515010745177611806e-01,-7.623036357876151747e-01,-1.175812853161387395e+00,-1.944707407253916942e-01,2.782003818360900271e-01,6.031862414983382020e-02
5.849999999999999645e-01,-6.639945250804571431e-02,6.581927332646692053e-02,-6.854315108251802791e-01,-7.777955965173773967e-01,-1.167641257517156639e+00,-1.814958959274382277e-01,2.730036337077593189e-01,6.266814342548816807e-02
5.859999999999999654e-01,-8.337325338854841006e-02,-3.021621862425822314e-01,-6.349592817834455172e-01,-6.938199382473090315e-01,-1.152643576219106292e+00,-1.806703090872329165e-01,2.739141823412206134e-01,6.467614787600577120e-02
5.869999999999999662e-01,3.562465652011783668e-01,-3.781886176094265695e-01,-8.380602030117150214e-01,-7.375738057539233949e-01,-1.139921976179750329e+00,-1.759541364543286690e-01,2.715519401013138934e-01,6.532652647306019800e-02
5.879999999999999671e-01,8.281302331682580675e-01,-4.187308753429195285e-01,-7.836768353035914458e-01,-8.055556707391956506e-01,-1.152450534856188646e+00,-1.617941444992624378e-01,2.712267707515332305e-01,6.641000119478426833e-02
5.889999999999999680e-01,1.489529555005987271e+00,-2.953013989869690548e-01,-7.436091985682744543e-01,-8.609299094002701436e-01,-1.154958838265754961e+00,-1.545473513027022239e-01,2.749621648154814135e-01,6.535173307934485920e-02
5.899999999999999689e-01,3.431863902117404663e-01,-2.343818101137462584e-01,-4.778998430776423278e-01,-8.687984334013051368e-01,-1.122225351870834720e+00,-1.519516418194814256e-01,2.731633964081485177e-01,6.237945057436067309e-02
5.909999999999999698e-01,4.068651981531806738e-01,-1.562827201604147231e-01,-5.216399852879983756e-01,-9.472364608645889028e-01,-1.121765088249111697e+00,-1.461702526920089229e-01,2.664161652177987616e-01,6.060166060303977253e-02
5.919999999999999707e-01,6.245343605013212729e-01,-4.501384947645676871e-01,-5.974950278508247559e-01,-1.043956170269384032e+00,-1.130803652867885534e+00,-1.430587942532753898e-01,2.627474978273572903e-01,5.795705892654826052e-02
5.929999999999999716e-01,6.041123065709140816e-01,-3.444190242582634287e-01,-3.192639556216990693e-01,-1.021070016271010017e+00,-1.141069841278294916e+00,-1.345758601837231117e-01,2.591361087246942807e-01,5.677251192576193706e-02
5.939999999999999725e-01,5.852742832345405599e-01,-1.932222209853904638e-01,-5.696926706369374038e-01,-1.069719219476284566e+00,-1.147037726236052269e+00,-1.375366146493078312e-01,2.510647704191237839e-01,5.378327839059141025e-02
5.949999999999999734e-01,-1.997159142002519205e-01,2.827610612714145932e-02,-7.910340466679008919e-01,-1.098677997281455543e+00,-1.153950860279359336e+00,-1.411476428130640504e-01,2.498135764091540534e-01,5.177218905982983177e-02
5.959999999999999742e-01,6.369471728781533892e-02,5.590637774823274952e-01,-6.387886431606129012e-01,-1.152466767678894000e+00,-1.150472668667197107e+00,-1.383054428648460565e-01,2.474213752411024980e-01,4.864568543289697622e-02
5.969999999999999751e-01,7.333254806487239374e-01,5.638722176907421391e-01,-7.638673994230498199e-01,-1.120326533169064831e+00,-1.115232913697369099e+00,-1.294414618025235830e-01,2.397680681300363437e-01,4.542679876534681110e-02
5.979999999999999760e-01,5.167417126479563194e-01,3.872091270831738985e-01,-8.298293715431870332e-01,-1.193917378514570693e+00,-1.129954922229280623e+00,-1.264242617230551535e-01,2.374684856437688507e-01,4.359332293305309691e-02
5.989999999999999769e-01,-1.061110404370216864e-01,8.652032398852532724e-02,-6.247602439899946347e-01,-1.122868002956052713e+00,-1.106200496399118993e+00,-1.368783549984663173e-01,2.358606493863419362e-01,4.058933272722382857e-02
5.999999999999999778e-01,1.587646048930743126e-01,4.555205178999715554e-01,-8.018283212856105457e-01,-1.093493692347929702e+00,-1.138776831664623845e+00,-1.371481658423278904e-01,2.311047247519557590e-01,3.704276928914188721e-02
6.009999999999999787e-01,8.296685768313524223e-01,2.121438929351580072e-01,-8.741902270864546631e-01,-1.127539364663679322e+00,-1.143272148264239618e+00,-1.454486166498133726e-01,2.243286951617161629e-01,3.413028619145061504e-02
6.019999999999999796e-01,3.384584193933592444e-01,-1.054478620949996226e-01,-7.487930823202542108e-01,-1.155996847232386049e+00,-1.179440611409930950e+00,-1.486019530262551180e-01,2.174768917003863100e-01,3.133286955161470461e-02
6.029999999999999805e-01,7.386369138030279835e-01,-1.083841852226043317e-01,-6.832711462864539120e-01,-1.121665165670374442e+00,-1.214721213829177193e+00,-1.485786257084329431e-01,2.137616081541606483e-01,2.876709501424628765e-02
6.039999999999999813e-01,3.257582404420232280e-01,1.497863404155797551e-01,-5.866877612061788261e-01,-1.063477469326042479e+00,-1.228988797719239523e+00,-1.532389066163135083e-01,2.092898375314754811e-01,2.687116703284711874e-02
6.049999999999999822e-01,7.963704669222598787e-01,1.094552881090156693e-01,-3.609211816039147869e-01,-9.987542434103422462e-01,-1.232527532015632366e+00,-1.545904806344790550e-01,2.050410957225754227e-01,2.573961381469069484e-02
6.059999999999999831e-01,5.233639293721273900e-01,-4.537856727221897812e-02,-4.979829352812348842e-01,-1.100536132163078884e+00,-1.247533367373377278e+00,-1.518554325247011005e-01,2.025324833821187387e-01,2.450637855997263997e-02
6.069999999999999840e-01,5.285108721488925854e-01,-4.280588331137256120e-01,-5.680193309326408979e-01,-1.090939988376686154e+00,-1.231317867738433103e+00,-1.687018749321611277e-01,2.051692371116802804e-01,2.319132991724159876e-02
6.079999999999999849e-01,3.197272999679431349e-01,-4.042678434513835573e-03,-4.735393155047185054e-01,-9.844862118285067076e-01,-1.218487245117827911e+00,-1.785573838042619765e-01,2.079244424681713777e-01,2.380887022168836839e-02
6.089999999999999858e-01,-2.084145051531509640e-01,-1.498055436955364472e-01,-5.199748033615962939e-01,-1.070291688772110117e+00,-1.215991091271101165e+00,-1.783385788952528417e-01,2.078260689031456165e-01,2.313714843008746538e-02
6.099999999999999867e-01,6.068355625098764694e-01,1.729440110485511162e-01,-6.197504600742945735e-01,-1.105461206839318811e+00,-1.203853525218919085e+00,-1.877394340994653632e-01,2.060452969067445850e-01,2.239342003716208312e-02
6.109999999999999876e-01,1.498404252295252093e+00,3.027848620677608960e-01,-4.426686484467305949e-01,-1.114155703357095240e+00,-1.187103913026263502e+00,-1.954977597715605309e-01,2.056665609752356683e-01,2.094153470809846651e-02
6.119999999999999885e-01,4.133473675267329561e-01,1.154882356860366110e-01,-5.168503719505391780e-01,-1.057050469050139885e+00,-1.200594782651534631e+00,-1.957727247677852334e-01,2.078172127573574002e-01,1.984189215916511151e-02
6.129999999999999893e-01,4.397699493275508686e-02,-1.025653931621712533e-01,-4.379218777053002221e-01,-9.907030378530947701e-01,-1.205271722406729751e+00,-1.933341973918508150e-01,2.101648732296602096e-01,1.861924469976684177e-02
6.139999999999999902e-01,5.546136843836148300e-02,1.206934352021651058e-01,-5.626357158419518223e-01,-8.940353862964740550e-01,-1.203110904905162259e+00,-1.895396326888811878e-01,2.134051138719663399e-01,1.715632209681376003e-02
6.149999999999999911e-01,1.535624841466997625e-01,3.462682014677032072e-03,-4.786244487264877945e-01,-1.021045626199988288e+00,-1.201137685329793037e+00,-1.886532623498021199e-01,2.063138522825458676e-01,1.647760172401536993e-02
6.159999999999999920e-01,4.396902131977878381e-01,2.604360416450731686e-01,-4.478488376815873973e-01,-9.386685223665022226e-01,-1.185373487970347250e+00,-1.820007320899847958e-01,2.069589409435944882e-01,1.692468210283214550e-02
6.169999999999999929e-01,1.442341473615431635e-01,7.069917096259167866e-02,-5.285805610178304637e-01,-8.994631876420530192e-01,-1.160040591178473690e+00,-1.840678856814388642e-01,2.103041975828695842e-01,1.540132881771353809e-02
6.179999999999999938e-01,3.724398471337119210e-01,2.831403932501608267e-01,-4.167136152646788161e-01,-8.612003599412683119e-01,-1.127798362077292893e+00,-1.923717926170998294e-01,2.082085690424265167e-01,1.360020256319108105e-02
6.189999999999999947e-01,1.334555994699233861e-01,-2.122007570910516838e-02,-5.354850669398516505e-01,-9.434375557743558405e-01,-1.116095059821650581e+00,-2.006348296396068265e-01,2.023425627636251667e-01,1.212033485894460118e-02
6.199999999999999956e-01,-2.132043593479083510e-01,-1.762661501120204588e-01,-4.347942316537859453e-01,-9.783694002891548669e-01,-1.082761637804346089e+00,-2.068493265906087841e-01,2.045270067041778383e-01,1.044566380697285225e-02
6.209999999999999964e-01,-5.142028628518091615e-04,-2.493178850240508337e-01,-5.166058302569972449e-01,-1.067872008120209992e+00,-1.062498872339439515e+00,-2.210433082677937533e-01,2.053352177907352971e-01,9.809941669325861202e-03
6.219999999999999973e-01,9.875613499330779810e-01,-2.689962255639671285e-01,-6.681474995262800531e-01,-1.004136626955590250e+00,-1.049701404003442251e+00,-2.206681686337587378e-01,2.087280661903190282e-01,9.651536071049019588e-03
6.229999999999999982e-01,5.518113532956505640e-01,-8.148796634232235991e-03,-7.000775905538327848e-01,-9.042615081781183450e-01,-1.060020803149192670e+00,-2.242269051429744975e-01,2.128910702325868542e-01,8.366174936393588196e-03
6.239999999999999991e-01,9.108200208389534147e-01,-1.341483989926370857e-01,-7.410851192822711653e-01,-8.528963665368064495e-01,-1.074674218691326066e+00,-2.261368211415622220e-01,2.171317532877141410e-01,4.783278598354204908e-03
6.250000000000000000e-01,6.676886717544900929e-01,2.806800197847802991e-02,-5.748705314496130869e-01,-8.235472434742231451e-01,-1.088060795498749789e+00,-2.360971402468901026e-01,2.172325940973081626e-01,2.143962921804534304e-03
6.260000000000000009e-01,6.239698142893337351e-01,-7.756575843515946256e-03,-5.081104759511975155e-01,-8.538708471873389660e-01,-1.071375515206663520e+00,-2.290140523142158713e-01,2.193738983722672009e-01,7.161138625805341194e-04
6.270000000000000018e-01,1.052531782962716989e+00,1.488374095747305725e-01,-3.615509111400861952e-01,-8.761799060101550518e-01,-1.070505624376947518e+00,-2.228677205124167116e-01,2.171002696002824472e-01,-3.622054995793507100e-03
6.280000000000000027e-01,6.955990364761360789e-01,8.124139025651955226e-03,-2.289767475516761019e-01,-8.726330716825932976e-01,-1.063727789911306454e+00,-2.109577269746117645e-01,2.166822957425598717e-01,-4.028982689672147045e-03
6.290000000000000036e-01,9.073494231037453339e-01,2.614904218143914716e-01,-4.408556744149494944e-01,-9.607426159290232137e-01,-1.090466456659832328e+00,-2.114293496394401006e-01,2.161042494881333653e-01,-5.165377250773031323e-03
6.300000000000000044e-01,1.344349027494274873e+00,-7.318377284134430782e-02,-2.674562950710706599e-01,-1.030271036294615694e+00,-1.092433925727750665e+00,-2.230185040682620690e-01,2.128947952379342534e-01,-7.790651823876919811e-03
6.310000000000000053e-01,1.647534328233660084e+00,4.615426586168473733e-02,-4.086705113710653592e-01,-1.056820426836278637e+00,-1.102986151363561040e+00,-2.290032385374049517e-01,2.070024199163298939e-01,-9.533330658685792991e-03
6.320000000000000062e-01,1.330638533849414884e+00,1.292013837490405548e-01,-5.279752231453954670e-01,-1.075443672961900132e+00,-1.085425172429975493e+00,-2.273615452293234473e-01,2.052173838277665252e-01,-8.995734272972484916e-03
6.330000000000000071e-01,6.688823821149829651e-01,1.047424346615010160e-01,-2.987556713306238620e-01,-1.039329295001270026e+00,-1.113576283760729702e+00,-2.402537577230225985e-01,2.037794030023221681e-01,-8.244006141284782388e-03
6.340000000000000080e-01,1.094533218725002977e+00,1.295112067089602970e-01,-1.364641521078774900e-01,-1.102045436044194915e+00,-1.137253393188691453e+00,-2.491832847345820667e-01,2.010343083444790513e-01,-1.054824887179754006e-02
6.350000000000000089e-01,1.259054105347377606e+00,1.711805689129144437e-01,-2.040667770173036633e-01,-1.099447537973295530e+00,-1.158977493111862378e+00,-2.581803491526784566e-01,2.033744206255026776e-01,-1.155266411365828139e-02
6.360000000000000098e-01,7.368266287033464756e-01,1.812887252064686039e-01,-3.536418669822242178e-01,-1.137240452470994700e+00,-1.203095842905805402e+00,-2.451354050997445744e-01,2.092190748248013432e-01,-1.019439565725895579e-02
6.370000000000000107e-01,5.844227288123174935e-01,5.634834703279352208e-01,-3.965390538785080188e-01,-1.134672418236869040e+00,-1.210170776149824823e+00,-2.475299862857353872e-01,2.099192633824932819e-01,-8.692269174045341371e-03
6.380000000000000115e-01,2.299497497443451444e+00,2.219211748039831011e-01,-4.155819242068355401e-01,-1.061274631835978921e+00,-1.195494637925403669e+00,-2.593928160027453855e-01,2.025307028341354620e-01,-7.647797728302411016e-03
6.390000000000000124e-01,1.845389321839301378e+00,1.124469169690482245e-01,-5.284091031346834777e-01,-1.012248480250587779e+00,-1.168242937440706397e+00,-2.574582046285712189e-01,1.949716270889896297e-01,-7.333206431609763654e-03
6.400000000000000133e-01,8.782983955400732734e-01,4.133137972072931099e-01,-3.058098722217923449e-01,-1.070407182501457166e+00,-1.146758601149545864e+00,-2.605256360690528239e-01,1.923987260077501538e-01,-8.478735500889518495e-03
6.410000000000000142e-01,1.152401848427492936e+00,-1.782800804900761538e-01,-5.235545706724373805e-01,-1.081467673449446609e+00,-1.138799907456605753e+00,-2.599599617660699469e-01,1.899079206885787297e-01,-8.024177719630737338e-03
6.420000000000000151e-01,4.182008128883896170e-02,2.424120090862136312e-02,-5.473252416585344671e-01,-1.123120573227410768e+00,-1.094015662589989279e+00,-2.737552537142721731e-01,1.933496352844565613e-01,-6.979106119266567654e-03
6.430000000000000160e-01,4.293152422638371046e-01,3.156779927101666106e-02,-8.154239617412725183e-01,-1.092197380142374330e+00,-1.098418267256405567e+00,-2.872293648985567716e-01,1.937076906338583149e-01,-7.208042545226492868e-03
6.440000000000000169e-01,7.028418481690259512e-01,-6.558649837720877118e-02,-7.985172901737612738e-01,-1.123785979581954697e+00,-1.095713884377703451e+00,-2.877583281407533056e-01,1.888194050854375972e-01,-6.965370185525004455e-03
6.450000000000000178e-01,7.831611767764962151e-01,-5.607356930883265062e-02,-5.409793613631133091e-01,-1.178670555038185741e+00,-1.112752249730539544e+00,-2.935562765764845317e-01,1.837374841586010554e-01,-6.265413035521251797e-03
6.460000000000000187e-01,-9.864597709497069378e-02,-2.600563648802512451e-01,-3.580347174351824480e-01,-1.103147708311380093e+00,-1.120567956737449800e+00,-3.015028545318182429e-01,1.757381199065193023e-01,-5.880894051033845778e-03
6.470000000000000195e-01,2.350861166847992845e-01,-2.902174338327928593e-01,-3.862664742433626897e-01,-1.151191890608101120e+00,-1.104382451654601027e+00,-3.085525512028148287e-01,1.703582802708625832e-01,-4.145552439303108044e-03
6.480000000000000204e-01,7.315032504896268328e-01,-2.601596198025291073e-01,-3.697827880197251393e-01,-1.059442053993038257e+00,-1.094651336491315075e+00,-3.114040967564979945e-01,1.660436410065062318e-01,-4.306176952475561197e-03
